dataset_name,quality_bin,algorithm,train_seed,num_updates,final_train_loss,eval_episodes,avg_return,success_rate,avg_episode_length,checkpoint_path,status,notes
envA_v2_quality_medium_wide50k,medium,bc,18,5000,0.565098,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed18.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,bc,19,5000,0.527151,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed19.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,0,5000,0.643130,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed0.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,1,5000,0.626580,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed1.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,2,5000,0.643709,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed2.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,3,5000,0.648896,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed3.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,4,5000,0.623547,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed4.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,5,5000,0.635300,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed5.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,6,5000,0.631038,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed6.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,7,5000,0.656013,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed7.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,8,5000,0.626016,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed8.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,9,5000,0.608926,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed9.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,10,5000,0.643124,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed10.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,11,5000,0.635267,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed11.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,12,5000,0.643536,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed12.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,13,5000,0.687544,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed13.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,14,5000,0.630456,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed14.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,15,5000,0.604390,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed15.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,16,5000,0.674007,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed16.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,17,5000,0.627701,100,-1.0000,0.0000,100.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed17.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,18,5000,0.650835,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed18.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_medium_wide50k,medium,cql,19,5000,0.636044,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_medium_wide50k_cql_seed19.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,0,5000,0.319382,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed0.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,1,5000,0.293869,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed1.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,2,5000,0.325208,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed2.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,3,5000,0.302170,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed3.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,4,5000,0.312511,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed4.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,5,5000,0.256299,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed5.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,6,5000,0.219195,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed6.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,7,5000,0.297209,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed7.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,8,5000,0.284479,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed8.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,9,5000,0.248230,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed9.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,10,5000,0.273252,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed10.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,11,5000,0.289599,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed11.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,12,5000,0.237017,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed12.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,13,5000,0.251629,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed13.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,14,5000,0.286043,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed14.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,15,5000,0.291372,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed15.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,16,5000,0.240999,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed16.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,17,5000,0.320922,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed17.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,18,5000,0.278084,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed18.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,bc,19,5000,0.272472,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_bc_seed19.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,0,5000,0.397137,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed0.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,1,5000,0.386639,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed1.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,2,5000,0.396156,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed2.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,3,5000,0.374635,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed3.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,4,5000,0.384021,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed4.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,5,5000,0.359604,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed5.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,6,5000,0.338196,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed6.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,7,5000,0.376045,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed7.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,8,5000,0.394646,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed8.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,9,5000,0.345648,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed9.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,10,5000,0.356236,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed10.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,11,5000,0.376752,100,0.2100,1.0000,79.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed11.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,12,5000,0.300589,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed12.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,13,5000,0.332594,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed13.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,14,5000,0.387481,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed14.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,15,5000,0.384362,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed15.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,16,5000,0.325442,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed16.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,17,5000,0.376389,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed17.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,18,5000,0.392849,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed18.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_expert_wide50k,expert,cql,19,5000,0.364026,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_expert_wide50k_cql_seed19.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,0,5000,0.842436,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed0.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,1,5000,0.799219,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed1.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,2,5000,0.839343,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed2.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,3,5000,0.742275,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed3.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,4,5000,0.877318,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed4.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,5,5000,0.822406,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed5.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,6,5000,0.788199,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed6.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,7,5000,0.880602,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed7.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,8,5000,0.687706,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed8.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,9,5000,0.824556,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed9.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,10,5000,0.783539,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed10.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,11,5000,0.800399,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed11.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,12,5000,0.872846,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed12.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,13,5000,0.875513,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed13.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,14,5000,0.889637,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed14.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,15,5000,0.731360,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed15.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,16,5000,0.850464,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed16.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,17,5000,0.784134,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed17.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,18,5000,0.819522,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed18.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,bc,19,5000,0.771930,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_bc_seed19.pt,completed,one-hot 900-d; quality sweep; frozen BC_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,0,5000,0.959234,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed0.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,1,5000,0.925293,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed1.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,2,5000,0.950946,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed2.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,3,5000,0.916116,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed3.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,4,5000,0.997937,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed4.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,5,5000,0.941096,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed5.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,6,5000,0.940029,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed6.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,7,5000,1.002449,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed7.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,8,5000,0.848346,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed8.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,9,5000,0.937500,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed9.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,10,5000,0.938896,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed10.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,11,5000,0.916180,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed11.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,12,5000,0.995391,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed12.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,13,5000,0.992607,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed13.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,14,5000,1.041399,100,0.4100,1.0000,59.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed14.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,15,5000,0.862918,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed15.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,16,5000,0.941396,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed16.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,17,5000,0.913709,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed17.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,18,5000,0.950739,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed18.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
envA_v2_quality_mixed_wide50k,mixed,cql,19,5000,0.905251,100,0.3900,1.0000,61.00,artifacts\training_quality\envA_v2_quality_mixed_wide50k_cql_seed19.pt,completed,one-hot 900-d; quality sweep; frozen CQL_CFG inherited from sanity
